"offer_id","application_id","offered_salary","equity_offered","offer_status","offer_date"
93,5842,71937,False,"Accepted","2025-12-11"
94,6136,75030,False,"Extended","2025-11-01"
95,760,109614,True,"Accepted","2025-12-09"
96,11289,146198,True,"Rejected","2025-08-05"
97,3861,77180,False,"Accepted","2025-09-19"
98,4194,115552,False,"Extended","2025-10-17"
99,7742,107172,False,"Accepted","2025-08-02"
100,2973,72604,True,"Rejected","2026-01-06"
101,6074,124614,True,"Extended","2025-11-30"
102,7833,70264,True,"Accepted","2025-08-17"
103,6938,116364,True,"Accepted","2025-12-15"
104,3674,118703,True,"Rejected","2025-10-10"
105,7077,81713,True,"Rejected","2025-11-19"
106,9083,137128,False,"Rejected","2025-10-19"
107,162,149810,True,"Rejected","2025-11-03"
108,3840,88614,False,"Accepted","2025-11-17"
109,10955,137027,False,"Accepted","2025-08-26"
110,9086,114968,False,"Extended","2025-11-01"
111,8089,132947,False,"Extended","2025-12-14"
112,7448,82202,True,"Extended","2026-01-20"
113,8390,108564,True,"Extended","2025-09-18"
114,11142,127772,False,"Extended","2025-08-04"
115,8924,124022,False,"Extended","2025-11-15"
116,2121,78835,True,"Accepted","2025-12-02"
117,6250,96365,False,"Accepted","2025-11-23"
118,518,128365,False,"Accepted","2026-01-12"
119,8766,108111,False,"Extended","2026-01-21"
120,6030,87098,False,"Accepted","2025-12-19"
121,11912,103432,False,"Rejected","2025-09-14"
122,2296,110921,True,"Accepted","2025-08-04"
123,9819,119458,False,"Accepted","2025-08-23"
124,6690,83606,True,"Extended","2026-01-07"
125,8580,96789,False,"Extended","2026-01-19"
126,6535,144948,True,"Accepted","2025-09-09"
127,298,91361,True,"Extended","2026-01-02"
128,10562,125961,True,"Accepted","2026-01-16"
129,10778,133846,False,"Extended","2025-08-11"
130,7870,134219,False,"Extended","2026-01-17"
131,7545,145693,False,"Rejected","2025-07-27"
132,10211,149953,True,"Extended","2025-11-12"
133,6689,105976,True,"Rejected","2025-09-22"
134,11876,94583,True,"Rejected","2025-10-21"
135,3603,109799,False,"Rejected","2025-08-21"
136,9338,115425,False,"Rejected","2026-01-15"
137,7150,91080,True,"Extended","2026-01-21"
138,503,126352,False,"Rejected","2025-11-04"
139,6887,100064,False,"Rejected","2025-07-27"
140,9701,106424,True,"Accepted","2025-11-16"
141,571,132035,True,"Accepted","2025-10-22"
142,5514,143473,True,"Rejected","2025-08-09"
143,7523,147331,False,"Extended","2025-12-08"
144,9257,109885,False,"Rejected","2025-11-25"
145,2934,134505,True,"Accepted","2025-08-11"
146,4213,111383,False,"Rejected","2025-10-11"
147,8352,81521,True,"Rejected","2026-01-11"
148,3877,89605,False,"Rejected","2025-09-05"
149,6040,112744,False,"Extended","2025-12-02"
150,2364,87561,False,"Extended","2026-01-06"
151,10241,147628,False,"Accepted","2026-01-07"
152,2021,146277,False,"Accepted","2026-01-06"
153,10910,143728,True,"Accepted","2025-10-27"
154,3111,89212,False,"Accepted","2025-10-02"
155,10886,73368,False,"Rejected","2025-08-23"
156,4528,86285,True,"Rejected","2026-01-05"
157,3462,112678,False,"Accepted","2025-08-07"
158,4674,106835,False,"Accepted","2025-09-07"
159,2329,114245,True,"Accepted","2025-10-31"
160,3118,71666,True,"Accepted","2025-12-02"
161,3391,93464,True,"Accepted","2025-11-07"
162,1561,148428,False,"Extended","2025-08-27"
163,582,110671,False,"Extended","2025-07-30"
164,6993,112766,False,"Extended","2025-08-29"
165,11704,94806,True,"Rejected","2025-11-28"
166,11074,126591,False,"Extended","2025-09-27"
167,5561,79940,True,"Extended","2025-09-24"
168,8592,104041,True,"Extended","2025-12-14"
169,5382,75754,False,"Extended","2025-10-16"
170,3915,95534,False,"Rejected","2025-08-02"
171,4773,116889,True,"Rejected","2025-10-02"
172,3263,144477,True,"Accepted","2025-12-22"
173,4058,128099,True,"Rejected","2025-12-18"
174,10439,76915,False,"Accepted","2025-09-29"
175,1541,133342,True,"Rejected","2025-09-14"
176,10469,144487,False,"Extended","2025-09-06"
177,7770,84292,False,"Accepted","2025-12-04"
178,9093,95422,True,"Accepted","2025-11-19"
179,2501,93011,False,"Extended","2025-09-03"
180,2838,128539,False,"Rejected","2025-09-16"
181,9404,117543,False,"Extended","2025-08-09"
182,10637,103765,False,"Extended","2025-07-31"
183,1906,89747,False,"Extended","2025-09-02"
184,9238,103621,False,"Accepted","2025-11-07"
185,9527,88050,False,"Extended","2025-10-12"
186,10439,88782,False,"Accepted","2025-12-02"
187,9288,128181,False,"Rejected","2025-09-08"
188,8331,95763,True,"Rejected","2025-12-18"
189,5564,130383,True,"Accepted","2025-09-10"
190,11108,79391,False,"Rejected","2025-12-19"
191,8100,83058,True,"Rejected","2025-08-10"
192,1344,88659,False,"Accepted","2025-08-14"
193,2432,128470,True,"Rejected","2025-08-08"
194,11967,71664,True,"Accepted","2026-01-13"
195,4323,148560,False,"Accepted","2025-11-21"
196,4275,72417,True,"Accepted","2025-10-29"
197,4561,131120,False,"Extended","2026-01-04"
198,2716,139762,False,"Extended","2025-10-04"
199,3170,98381,True,"Accepted","2025-11-28"
200,6908,73264,False,"Extended","2025-10-22"
201,2220,77838,True,"Extended","2025-11-28"
202,11450,123051,True,"Extended","2025-12-17"
203,9159,108746,False,"Extended","2025-07-29"
204,9334,74901,False,"Rejected","2025-12-30"
205,6161,125869,False,"Accepted","2026-01-14"
206,6742,81790,True,"Rejected","2025-08-16"
207,11559,93767,True,"Rejected","2025-11-03"
208,4909,99001,True,"Accepted","2025-10-15"
209,2332,126792,True,"Accepted","2025-11-08"
210,2327,121812,False,"Rejected","2025-08-14"
211,11346,112994,True,"Accepted","2025-10-20"
212,9450,123893,False,"Accepted","2025-10-30"
213,7744,90946,False,"Accepted","2025-10-10"
214,7669,120528,True,"Extended","2025-08-09"
215,8004,82124,False,"Extended","2025-08-30"
216,2612,72374,False,"Extended","2025-10-11"
217,8694,121291,False,"Extended","2025-12-12"
218,5400,131983,True,"Extended","2026-01-21"
219,7098,147257,False,"Extended","2025-08-02"
220,10718,101019,True,"Accepted","2026-01-20"
221,6966,146452,False,"Rejected","2025-08-18"
222,328,75990,True,"Accepted","2025-08-23"
223,11703,127635,False,"Rejected","2025-10-26"
224,9515,70867,False,"Accepted","2025-11-08"
225,6227,103207,True,"Accepted","2025-09-24"
226,1835,129510,False,"Extended","2025-08-01"
227,11995,107144,False,"Extended","2026-01-14"
228,5553,143054,False,"Extended","2025-12-27"
229,10131,123462,False,"Rejected","2025-12-18"
230,2818,137469,False,"Accepted","2025-09-22"
231,6116,126438,False,"Extended","2025-09-22"
232,2162,141993,True,"Rejected","2025-09-04"
233,3717,107325,False,"Accepted","2025-10-14"
234,2332,114351,False,"Extended","2025-12-31"
235,7421,97202,False,"Rejected","2025-10-15"
236,1163,99587,True,"Rejected","2026-01-09"
237,8675,116732,False,"Accepted","2025-10-17"
238,10614,145842,False,"Rejected","2025-09-28"
239,6743,100132,False,"Extended","2025-12-01"
240,2243,109690,False,"Accepted","2025-12-12"
241,5955,141058,False,"Accepted","2025-10-01"
242,4838,141796,False,"Accepted","2026-01-06"
243,2640,100748,True,"Rejected","2025-11-25"
244,4252,107244,False,"Accepted","2025-09-17"
245,215,134413,True,"Accepted","2026-01-03"
246,6428,142848,True,"Accepted","2025-08-21"
247,2431,72056,False,"Accepted","2025-09-29"
248,10361,128000,True,"Accepted","2025-09-20"
249,1756,131259,False,"Accepted","2025-10-25"
250,11875,114648,False,"Extended","2026-01-01"
251,11962,144597,True,"Rejected","2025-10-12"
252,5619,123801,False,"Accepted","2025-08-18"
253,11256,140248,True,"Extended","2025-11-20"
254,4175,96265,True,"Rejected","2025-12-11"
255,7976,119615,True,"Rejected","2025-08-01"
256,6712,139330,True,"Extended","2025-12-20"
257,1435,77114,False,"Accepted","2025-08-06"
258,4448,94381,False,"Extended","2025-11-21"
259,1662,146778,False,"Rejected","2025-12-21"
260,11395,100055,False,"Rejected","2025-08-08"
261,7266,78414,False,"Extended","2025-11-28"
262,7641,114038,True,"Rejected","2025-09-03"
263,7788,132565,True,"Accepted","2026-01-01"
264,10394,95903,True,"Extended","2025-08-05"
265,2061,86373,True,"Extended","2025-10-31"
266,7519,149936,True,"Extended","2025-11-04"
267,3124,104576,False,"Extended","2025-08-14"
268,121,110802,True,"Extended","2025-09-18"
269,4164,121063,False,"Extended","2025-08-17"
270,4754,103154,True,"Rejected","2025-12-27"
271,6690,137600,False,"Extended","2025-09-01"
272,8381,108400,False,"Rejected","2025-12-12"
273,7171,102749,False,"Accepted","2025-09-08"
274,11784,70044,False,"Accepted","2025-10-11"
275,5048,83936,False,"Accepted","2026-01-11"
276,1742,103169,False,"Extended","2025-10-22"
277,3744,94729,False,"Rejected","2025-10-05"
278,2995,149637,True,"Rejected","2025-09-26"
279,3322,136141,True,"Accepted","2025-10-14"
280,7933,120060,True,"Accepted","2025-08-03"
281,1763,79476,False,"Accepted","2026-01-02"
282,4448,71875,True,"Accepted","2025-10-01"
283,411,96471,True,"Extended","2025-08-21"
284,1025,149151,False,"Accepted","2025-10-15"
285,657,125632,True,"Accepted","2025-09-28"
286,1617,89423,True,"Extended","2025-10-13"
287,3982,112482,False,"Rejected","2025-11-18"
288,3357,82665,False,"Extended","2025-08-23"
289,6354,118932,False,"Accepted","2025-10-29"
290,1798,114420,False,"Extended","2025-12-06"
291,6740,126219,False,"Rejected","2025-10-08"
292,11239,147996,False,"Accepted","2025-09-11"
293,1612,131716,False,"Extended","2026-01-01"
294,9666,147700,False,"Extended","2025-12-27"
295,1282,99438,False,"Accepted","2025-09-01"
296,7928,147666,False,"Accepted","2025-10-30"
297,6703,106827,False,"Extended","2025-08-04"
298,1002,110950,False,"Rejected","2025-10-19"
299,10775,106317,False,"Extended","2025-09-01"
300,426,142124,True,"Rejected","2025-12-25"
301,2600,122774,True,"Rejected","2025-10-18"
302,1910,88896,False,"Rejected","2025-10-18"
303,1021,85580,True,"Accepted","2025-10-23"
304,1693,114218,False,"Rejected","2025-10-17"
305,8093,139773,True,"Accepted","2025-12-26"
306,1906,148578,False,"Rejected","2025-07-27"
307,4548,146075,False,"Rejected","2026-01-10"
308,7031,145489,False,"Accepted","2025-11-17"
309,11364,117071,False,"Rejected","2025-11-19"
310,5628,119113,False,"Accepted","2025-12-25"
311,4499,99169,True,"Extended","2025-08-21"
312,4147,136963,False,"Accepted","2025-11-19"
313,1002,134042,True,"Rejected","2025-10-08"
314,7063,146084,True,"Rejected","2025-08-21"
315,7325,130772,True,"Extended","2025-08-28"
316,8495,112228,True,"Accepted","2025-12-12"
317,6487,79044,False,"Extended","2025-12-06"
318,7938,146865,True,"Accepted","2025-09-10"
319,1082,79516,False,"Rejected","2025-10-07"
320,3532,78775,True,"Accepted","2025-11-06"
321,5430,80968,True,"Rejected","2025-11-05"
322,4889,82496,False,"Accepted","2026-01-15"
323,216,137987,True,"Rejected","2025-11-28"
324,9421,136212,False,"Accepted","2025-09-07"
325,8562,106313,True,"Rejected","2026-01-02"
326,8590,90843,True,"Accepted","2025-11-30"
327,4812,108263,True,"Accepted","2025-10-09"
328,6207,102152,False,"Accepted","2025-11-19"
329,6459,114610,True,"Accepted","2025-11-07"
330,6178,77204,False,"Extended","2025-08-07"
331,8571,119065,False,"Extended","2025-11-06"
332,9575,138478,True,"Extended","2026-01-08"
333,1322,140857,False,"Extended","2025-10-18"
334,10604,109360,True,"Rejected","2025-10-15"
335,3651,103828,True,"Rejected","2025-09-16"
336,2058,109486,True,"Accepted","2025-12-29"
337,8816,83344,False,"Extended","2025-12-22"
338,3710,143162,False,"Rejected","2025-12-16"
339,2927,106907,False,"Extended","2025-11-19"
340,7418,99869,True,"Rejected","2025-12-04"
341,11645,85333,False,"Accepted","2025-12-23"
342,6733,94784,False,"Accepted","2025-11-12"
343,10467,131392,True,"Accepted","2026-01-04"
344,752,140251,False,"Extended","2025-08-14"
345,11012,134498,False,"Rejected","2025-09-15"
346,2639,97775,True,"Extended","2025-10-03"
347,2184,98389,False,"Accepted","2026-01-08"
348,4396,79357,True,"Extended","2025-08-23"
349,10310,98586,True,"Rejected","2025-08-21"
350,6149,112117,False,"Extended","2025-10-29"
351,8006,82807,True,"Extended","2025-09-27"
352,5719,139896,True,"Extended","2025-10-05"
353,665,75309,False,"Extended","2026-01-14"
354,9160,143106,True,"Accepted","2025-08-27"
355,826,117223,False,"Accepted","2025-09-30"
356,365,80598,True,"Extended","2025-09-25"
357,10664,81158,True,"Extended","2025-09-10"
358,6261,92865,False,"Accepted","2025-12-31"
359,4040,82862,True,"Extended","2025-10-19"
360,11065,86861,False,"Rejected","2025-11-12"
361,11048,84143,True,"Extended","2025-07-31"
362,8394,148018,False,"Accepted","2025-11-18"
363,5020,74410,True,"Extended","2025-08-14"
364,2798,91885,False,"Extended","2025-08-04"
365,11068,139127,False,"Rejected","2025-09-03"
366,4198,70676,False,"Extended","2025-08-18"
367,5176,94589,False,"Extended","2025-11-05"
368,4454,117301,False,"Accepted","2025-10-11"
369,1048,118454,True,"Rejected","2025-09-19"
370,6726,95469,False,"Rejected","2025-10-01"
371,10754,93080,False,"Extended","2025-09-24"
372,7432,102793,False,"Extended","2025-09-08"
373,8535,101316,False,"Rejected","2026-01-15"
374,6639,125197,False,"Extended","2025-10-06"
375,1948,78807,True,"Rejected","2025-12-13"
376,1287,124012,True,"Accepted","2026-01-13"
377,8775,88727,False,"Extended","2025-12-16"
378,3136,72068,True,"Accepted","2025-12-21"
379,972,113625,True,"Extended","2025-12-29"
380,9865,126740,True,"Extended","2025-10-09"
381,6825,78066,True,"Rejected","2025-12-05"
382,397,111147,False,"Rejected","2025-11-09"
383,5687,103630,True,"Extended","2025-08-12"
384,10460,110268,True,"Rejected","2025-08-19"
385,4921,145244,False,"Extended","2026-01-18"
386,4950,141849,True,"Extended","2025-11-06"
387,11367,92065,False,"Accepted","2025-12-14"
388,11871,126471,False,"Extended","2025-09-23"
389,1669,136138,True,"Rejected","2025-12-01"
390,904,87186,False,"Rejected","2025-11-05"
391,3891,88766,False,"Accepted","2025-09-26"
392,3707,115873,True,"Extended","2025-11-05"
393,5819,89641,False,"Extended","2025-12-07"
394,7279,149980,False,"Rejected","2025-12-26"
395,5088,139558,False,"Accepted","2025-08-31"
396,2282,93703,False,"Rejected","2025-10-26"
397,9072,82785,False,"Rejected","2025-09-20"
398,11306,136682,False,"Accepted","2025-12-04"
399,1208,104217,True,"Extended","2025-12-14"
400,10993,114368,False,"Extended","2025-08-03"
401,2339,136530,True,"Accepted","2025-11-22"
402,4557,90673,True,"Rejected","2025-11-13"
403,9244,141452,True,"Extended","2025-08-28"
404,1718,103171,True,"Accepted","2026-01-10"
405,11329,71878,True,"Extended","2025-09-21"
406,9981,73389,True,"Accepted","2025-11-15"
407,11543,76144,False,"Accepted","2025-11-21"
408,5200,110297,False,"Accepted","2025-10-08"
409,11352,71558,False,"Accepted","2025-11-29"
410,4157,144297,False,"Extended","2025-12-24"
411,5007,71412,True,"Rejected","2025-10-04"
412,3470,133414,False,"Rejected","2025-11-30"
413,6905,111831,False,"Rejected","2025-11-16"
414,7187,84913,False,"Extended","2025-10-06"
415,6670,131059,True,"Accepted","2025-11-15"
416,1122,122068,True,"Rejected","2025-10-24"
417,10892,92425,False,"Accepted","2025-10-25"
418,9835,117574,True,"Extended","2025-09-28"
419,11016,97880,True,"Extended","2025-10-07"
420,9978,123419,True,"Accepted","2026-01-08"
421,3155,131289,True,"Extended","2025-12-31"
422,9889,110876,False,"Accepted","2025-12-04"
423,5701,77372,False,"Rejected","2025-10-29"
424,11919,108176,False,"Rejected","2025-10-04"
425,4249,144540,False,"Extended","2025-09-29"
426,7718,101201,False,"Extended","2025-08-23"
427,9968,81209,False,"Extended","2025-10-15"
428,7408,103874,True,"Extended","2025-09-14"
429,10822,148266,False,"Rejected","2026-01-06"
430,9353,80899,False,"Extended","2026-01-03"
431,10234,149544,True,"Rejected","2025-12-16"
432,7858,74254,False,"Extended","2025-10-03"
433,4782,83278,False,"Rejected","2025-12-18"
434,4606,139313,False,"Accepted","2025-11-25"
435,1743,145253,False,"Rejected","2025-11-10"
436,1595,77677,False,"Rejected","2025-10-24"
437,1921,124478,False,"Extended","2025-07-27"
438,10040,86561,False,"Extended","2025-09-05"
439,748,122429,True,"Extended","2025-11-28"
440,10692,126250,False,"Accepted","2025-09-08"
441,2449,112434,True,"Accepted","2026-01-16"
442,2090,93328,False,"Extended","2025-11-16"
443,680,88630,False,"Rejected","2025-09-01"
444,11846,71753,True,"Rejected","2025-11-12"
445,6249,107334,False,"Extended","2025-09-24"
446,2101,108484,True,"Accepted","2025-11-13"
447,6434,130113,False,"Rejected","2025-08-02"
448,2130,147149,False,"Rejected","2026-01-09"
449,11022,148303,False,"Rejected","2025-08-11"
450,7438,125423,False,"Accepted","2025-12-28"
451,10591,87204,False,"Extended","2025-10-27"
452,3953,109288,False,"Accepted","2025-12-28"
453,4902,78753,True,"Rejected","2025-10-21"
454,5702,109806,True,"Rejected","2025-08-12"
455,6776,135198,False,"Rejected","2025-10-23"
456,8991,137954,True,"Accepted","2025-10-13"
457,3351,78048,False,"Rejected","2025-09-06"
458,3188,101417,False,"Accepted","2026-01-04"
459,7372,132168,False,"Extended","2025-12-07"
460,10438,140034,False,"Extended","2025-07-28"
461,11797,132765,False,"Rejected","2025-08-13"
462,8151,78227,False,"Extended","2026-01-05"
463,11921,148962,False,"Extended","2025-10-20"
464,2072,81951,False,"Rejected","2025-10-09"
465,11373,89463,False,"Extended","2026-01-13"
466,306,116341,True,"Extended","2025-12-05"
467,4715,111390,False,"Accepted","2025-10-21"
468,3840,131726,True,"Extended","2025-11-07"
469,86,115780,True,"Extended","2025-11-10"
470,9785,136705,True,"Extended","2025-09-15"
471,5187,84597,True,"Rejected","2025-11-07"
472,9152,136903,False,"Extended","2025-09-27"
473,3520,148954,True,"Rejected","2025-08-22"
474,7342,121456,True,"Accepted","2026-01-15"
475,4417,86606,False,"Rejected","2025-12-12"
476,9612,111220,True,"Extended","2026-01-06"
477,11771,100739,False,"Accepted","2025-11-02"
478,10376,112199,False,"Rejected","2025-11-01"
479,6891,148977,False,"Rejected","2025-07-29"
480,3570,95671,True,"Accepted","2025-09-17"
481,3485,91173,False,"Accepted","2025-10-10"
482,5977,74156,False,"Accepted","2025-09-02"
483,11968,145108,True,"Rejected","2025-11-01"
484,7325,147365,True,"Rejected","2025-08-25"
485,9268,87011,False,"Rejected","2025-09-04"
486,10790,116365,False,"Rejected","2025-09-19"
487,7344,104837,True,"Accepted","2025-09-11"
488,11591,105581,True,"Rejected","2025-11-26"
489,11114,129287,False,"Extended","2025-09-21"
490,2803,94466,False,"Accepted","2025-11-07"
491,11383,117278,False,"Rejected","2025-07-31"
492,3162,106854,False,"Rejected","2025-12-26"
493,5269,94726,True,"Accepted","2025-12-26"
494,2329,128585,True,"Extended","2025-11-12"
495,5165,116728,True,"Extended","2025-08-02"
496,6577,95575,False,"Rejected","2025-12-06"
497,7674,85162,False,"Accepted","2025-12-28"
498,4739,88278,False,"Extended","2025-09-25"
499,168,99137,False,"Rejected","2025-10-05"
500,3303,114020,False,"Rejected","2025-09-30"
501,2465,124258,True,"Extended","2025-12-31"
502,2409,124210,True,"Extended","2025-09-09"
503,105,114860,True,"Extended","2025-09-04"
504,11089,72567,False,"Accepted","2025-11-14"
505,9522,121219,False,"Rejected","2025-10-05"
506,535,73088,True,"Extended","2025-10-27"
507,2884,101642,False,"Rejected","2025-12-08"
508,8563,123294,True,"Extended","2025-09-12"
509,799,112244,False,"Extended","2025-11-30"
510,9808,74475,False,"Rejected","2025-10-08"
511,1195,138488,False,"Accepted","2025-11-06"
512,9299,128560,False,"Accepted","2025-09-20"
513,6277,89080,True,"Accepted","2025-09-22"
514,11527,107097,True,"Accepted","2025-11-07"
515,4959,132534,False,"Extended","2025-08-11"
516,7994,112267,False,"Accepted","2025-11-28"
517,10763,95024,True,"Accepted","2025-11-19"
518,11542,139591,True,"Accepted","2025-10-18"
519,5662,148317,True,"Extended","2025-12-18"
520,7413,111135,True,"Accepted","2025-10-24"
521,5529,114439,True,"Accepted","2025-08-10"
522,6315,87096,True,"Accepted","2025-11-06"
523,10866,93306,False,"Rejected","2025-07-31"
524,2062,110259,True,"Accepted","2025-10-18"
525,2546,89254,False,"Rejected","2025-10-03"
526,8125,73621,False,"Rejected","2025-10-08"
527,10927,90583,True,"Accepted","2025-10-08"
528,2560,90159,False,"Extended","2025-12-06"
529,5187,128371,True,"Accepted","2025-09-17"
530,11251,77458,False,"Accepted","2026-01-09"
531,5743,107289,True,"Extended","2025-11-09"
532,11630,145867,True,"Extended","2025-10-07"
533,1108,105402,True,"Rejected","2025-11-03"
534,11808,127168,False,"Accepted","2025-11-30"
535,315,96038,False,"Accepted","2025-11-16"
536,8103,118652,False,"Accepted","2025-11-17"
537,1443,123609,False,"Extended","2025-08-10"
538,11745,138935,False,"Accepted","2025-08-01"
539,5842,90258,True,"Rejected","2025-09-15"
540,4156,99953,True,"Extended","2025-12-18"
541,1995,146944,False,"Extended","2025-12-23"
542,7722,124674,False,"Rejected","2025-11-29"
543,11638,142608,False,"Rejected","2025-10-09"
544,2374,70954,False,"Extended","2025-10-05"
545,1247,91024,True,"Rejected","2026-01-15"
546,1053,84719,False,"Accepted","2025-08-11"
547,6152,82320,True,"Rejected","2025-09-07"
548,9560,83680,True,"Accepted","2025-08-19"
549,6156,83047,True,"Rejected","2025-08-07"
550,769,134911,False,"Accepted","2025-08-26"
551,4049,74745,True,"Accepted","2025-08-09"
552,11876,96648,False,"Rejected","2025-12-29"
553,5132,127284,False,"Accepted","2026-01-19"
554,2792,110726,False,"Accepted","2025-09-29"
555,8384,75966,False,"Rejected","2025-09-30"
556,251,78776,False,"Accepted","2025-11-16"
557,8214,70673,False,"Extended","2025-10-06"
558,11245,134520,True,"Accepted","2025-09-08"
559,10132,92980,False,"Rejected","2025-11-01"
560,11460,143074,False,"Rejected","2025-09-06"
561,1495,139672,True,"Accepted","2025-08-04"
562,11634,102727,True,"Accepted","2025-12-23"
563,10892,77704,True,"Accepted","2025-10-24"
564,8684,122732,True,"Rejected","2025-09-22"
565,7569,146743,False,"Rejected","2026-01-11"
566,10122,125157,True,"Rejected","2025-09-09"
567,1534,72892,False,"Accepted","2025-10-16"
568,6886,87736,False,"Rejected","2025-10-29"
569,9900,115703,False,"Extended","2025-10-27"
570,7581,74037,False,"Rejected","2025-08-26"
571,1804,102790,False,"Accepted","2025-10-25"
572,1875,128132,True,"Extended","2025-08-19"
573,5050,79494,False,"Extended","2025-12-29"
574,10761,100980,False,"Accepted","2025-08-21"
575,9092,75175,False,"Extended","2026-01-05"
576,2487,143221,False,"Rejected","2025-08-10"
577,9952,136861,True,"Extended","2025-12-03"
578,11515,95328,False,"Rejected","2025-12-12"
579,1298,129931,False,"Rejected","2025-09-07"
580,4849,78015,True,"Rejected","2025-11-23"
581,4183,102063,False,"Rejected","2025-12-05"
582,2500,84145,False,"Extended","2025-09-20"
583,3403,126151,False,"Accepted","2025-12-13"
584,10789,108115,False,"Extended","2025-12-26"
585,4217,112414,False,"Accepted","2025-11-11"
586,10760,123027,False,"Extended","2025-10-18"
587,3524,132642,True,"Extended","2025-08-06"
588,6883,128592,True,"Accepted","2025-11-16"
589,6450,122817,True,"Accepted","2025-08-19"
590,11829,146254,False,"Rejected","2025-09-20"
